Year,Month,Day,AstronomicalTwilight_Start,AstronomicalTwilight_End,NauticalTwilight_Start,NauticalTwilight_End,CivilTwilight_Start,CivilTwilight_End
2012,October,9,5:34 AM,7:58 PM,6:06 AM,7:27 PM,6:37 AM,6:55 PM
2012,October,10,5:35 AM,7:56 PM,6:07 AM,7:25 PM,6:38 AM,6:54 PM
2012,October,11,5:36 AM,7:55 PM,6:08 AM,7:24 PM,6:39 AM,6:52 PM
2012,October,12,5:37 AM,7:53 PM,6:09 AM,7:22 PM,6:40 AM,6:51 PM
2012,October,13,5:38 AM,7:52 PM,6:10 AM,7:21 PM,6:41 AM,6:49 PM
2012,October,14,5:39 AM,7:50 PM,6:11 AM,7:19 PM,6:42 AM,6:48 PM
2012,October,15,5:40 AM,7:49 PM,6:12 AM,7:18 PM,6:43 AM,6:46 PM
2012,October,16,5:41 AM,7:48 PM,6:13 AM,7:16 PM,6:44 AM,6:45 PM
2012,October,17,5:42 AM,7:46 PM,6:14 AM,7:15 PM,6:45 AM,6:44 PM
2012,October,18,5:43 AM,7:45 PM,6:15 AM,7:14 PM,6:46 AM,6:42 PM
2012,October,19,5:44 AM,7:43 PM,6:16 AM,7:12 PM,6:47 AM,6:41 PM
2012,October,20,5:45 AM,7:42 PM,6:17 AM,7:11 PM,6:48 AM,6:40 PM
2012,October,21,5:46 AM,7:41 PM,6:18 AM,7:10 PM,6:49 AM,6:38 PM
2012,October,22,5:47 AM,7:40 PM,6:19 AM,7:08 PM,6:50 AM,6:37 PM
2012,October,23,5:48 AM,7:38 PM,6:20 AM,7:07 PM,6:51 AM,6:36 PM
2012,October,24,5:49 AM,7:37 PM,6:21 AM,7:06 PM,6:52 AM,6:34 PM
2012,October,25,5:50 AM,7:36 PM,6:22 AM,7:05 PM,6:53 AM,6:33 PM
2012,October,26,5:51 AM,7:35 PM,6:23 AM,7:03 PM,6:54 AM,6:32 PM
2012,October,27,5:52 AM,7:34 PM,6:24 AM,7:02 PM,6:55 AM,6:31 PM
2012,October,28,5:53 AM,7:32 PM,6:25 AM,7:01 PM,6:56 AM,6:29 PM
2012,October,29,5:54 AM,7:31 PM,6:26 AM,7:00 PM,6:58 AM,6:28 PM
2012,October,30,5:55 AM,7:30 PM,6:27 AM,6:59 PM,6:59 AM,6:27 PM
2012,October,31,5:56 AM,7:29 PM,6:28 AM,6:58 PM,7:00 AM,6:26 PM
2012,November,1,5:57 AM,7:28 PM,6:29 AM,6:57 PM,7:01 AM,6:25 PM
2012,November,2,5:58 AM,7:27 PM,6:30 AM,6:56 PM,7:02 AM,6:24 PM
2012,November,3,5:59 AM,7:26 PM,6:31 AM,6:55 PM,7:03 AM,6:23 PM
2012,November,4,5:00 AM,6:25 PM,5:32 AM,5:54 PM,6:04 AM,5:22 PM
2012,November,5,5:01 AM,6:24 PM,5:33 AM,5:53 PM,6:05 AM,5:21 PM
2012,November,6,5:02 AM,6:23 PM,5:34 AM,5:52 PM,6:06 AM,5:20 PM
2012,November,7,5:03 AM,6:23 PM,5:35 AM,5:51 PM,6:07 AM,5:19 PM
2012,November,8,5:04 AM,6:22 PM,5:36 AM,5:50 PM,6:08 AM,5:18 PM
2012,November,9,5:05 AM,6:21 PM,5:37 AM,5:49 PM,6:09 AM,5:17 PM
2012,November,10,5:06 AM,6:20 PM,5:38 AM,5:48 PM,6:10 AM,5:16 PM
2012,November,11,5:07 AM,6:19 PM,5:39 AM,5:48 PM,6:11 AM,5:15 PM
2012,November,12,5:08 AM,6:19 PM,5:40 AM,5:47 PM,6:13 AM,5:14 PM
2012,November,13,5:09 AM,6:18 PM,5:41 AM,5:46 PM,6:14 AM,5:14 PM
2012,November,14,5:10 AM,6:17 PM,5:42 AM,5:46 PM,6:15 AM,5:13 PM
2012,November,15,5:11 AM,6:17 PM,5:43 AM,5:45 PM,6:16 AM,5:12 PM
2012,November,16,5:12 AM,6:16 PM,5:44 AM,5:44 PM,6:17 AM,5:12 PM
2012,November,17,5:13 AM,6:16 PM,5:45 AM,5:44 PM,6:18 AM,5:11 PM
2012,November,18,5:14 AM,6:15 PM,5:46 AM,5:43 PM,6:19 AM,5:10 PM
2012,November,19,5:15 AM,6:15 PM,5:47 AM,5:43 PM,6:20 AM,5:10 PM
2012,November,20,5:16 AM,6:14 PM,5:48 AM,5:42 PM,6:21 AM,5:09 PM
2012,November,21,5:17 AM,6:14 PM,5:49 AM,5:42 PM,6:22 AM,5:09 PM
2012,November,22,5:18 AM,6:13 PM,5:50 AM,5:41 PM,6:23 AM,5:08 PM
2012,November,23,5:19 AM,6:13 PM,5:51 AM,5:41 PM,6:24 AM,5:08 PM
2012,November,24,5:20 AM,6:13 PM,5:52 AM,5:40 PM,6:25 AM,5:07 PM
2012,November,25,5:21 AM,6:12 PM,5:53 AM,5:40 PM,6:26 AM,5:07 PM
2012,November,26,5:22 AM,6:12 PM,5:54 AM,5:40 PM,6:27 AM,5:06 PM
2012,November,27,5:22 AM,6:12 PM,5:55 AM,5:39 PM,6:28 AM,5:06 PM
2012,November,28,5:23 AM,6:12 PM,5:56 AM,5:39 PM,6:29 AM,5:06 PM
2012,November,29,5:24 AM,6:12 PM,5:57 AM,5:39 PM,6:30 AM,5:06 PM
2012,November,30,5:25 AM,6:11 PM,5:58 AM,5:39 PM,6:31 AM,5:05 PM
2012,December,1,5:26 AM,6:11 PM,5:59 AM,5:39 PM,6:32 AM,5:05 PM
2012,December,2,5:27 AM,6:11 PM,5:59 AM,5:39 PM,6:33 AM,5:05 PM
2012,December,3,5:28 AM,6:11 PM,6:00 AM,5:39 PM,6:34 AM,5:05 PM
2012,December,4,5:29 AM,6:11 PM,6:01 AM,5:39 PM,6:35 AM,5:05 PM
2012,December,5,5:29 AM,6:11 PM,6:02 AM,5:39 PM,6:36 AM,5:05 PM
2012,December,6,5:30 AM,6:11 PM,6:03 AM,5:39 PM,6:37 AM,5:05 PM
2012,December,7,5:31 AM,6:11 PM,6:04 AM,5:39 PM,6:37 AM,5:05 PM
2012,December,8,5:32 AM,6:11 PM,6:04 AM,5:39 PM,6:38 AM,5:05 PM
2012,December,9,5:32 AM,6:12 PM,6:05 AM,5:39 PM,6:39 AM,5:05 PM
2012,December,10,5:33 AM,6:12 PM,6:06 AM,5:39 PM,6:40 AM,5:05 PM
2012,December,11,5:34 AM,6:12 PM,6:07 AM,5:39 PM,6:41 AM,5:05 PM
2012,December,12,5:35 AM,6:12 PM,6:07 AM,5:39 PM,6:41 AM,5:06 PM
2012,December,13,5:35 AM,6:13 PM,6:08 AM,5:40 PM,6:42 AM,5:06 PM
2012,December,14,5:36 AM,6:13 PM,6:09 AM,5:40 PM,6:43 AM,5:06 PM
2012,December,15,5:37 AM,6:13 PM,6:09 AM,5:40 PM,6:43 AM,5:06 PM
2012,December,16,5:37 AM,6:14 PM,6:10 AM,5:41 PM,6:44 AM,5:07 PM
2012,December,17,5:38 AM,6:14 PM,6:11 AM,5:41 PM,6:45 AM,5:07 PM
2012,December,18,5:38 AM,6:14 PM,6:11 AM,5:42 PM,6:45 AM,5:08 PM
2012,December,19,5:39 AM,6:15 PM,6:12 AM,5:42 PM,6:46 AM,5:08 PM
2012,December,20,5:39 AM,6:15 PM,6:12 AM,5:42 PM,6:46 AM,5:08 PM
2012,December,21,5:40 AM,6:16 PM,6:13 AM,5:43 PM,6:47 AM,5:09 PM
2012,December,22,5:40 AM,6:16 PM,6:13 AM,5:43 PM,6:47 AM,5:10 PM
2012,December,23,5:41 AM,6:17 PM,6:14 AM,5:44 PM,6:48 AM,5:10 PM
2012,December,24,5:41 AM,6:17 PM,6:14 AM,5:45 PM,6:48 AM,5:11 PM
2012,December,25,5:42 AM,6:18 PM,6:15 AM,5:45 PM,6:49 AM,5:11 PM
2012,December,26,5:42 AM,6:19 PM,6:15 AM,5:46 PM,6:49 AM,5:12 PM
2012,December,27,5:43 AM,6:19 PM,6:15 AM,5:46 PM,6:49 AM,5:13 PM
2012,December,28,5:43 AM,6:20 PM,6:16 AM,5:47 PM,6:50 AM,5:13 PM
2012,December,29,5:43 AM,6:21 PM,6:16 AM,5:48 PM,6:50 AM,5:14 PM
2012,December,30,5:43 AM,6:21 PM,6:16 AM,5:49 PM,6:50 AM,5:15 PM
2012,December,31,5:44 AM,6:22 PM,6:16 AM,5:49 PM,6:50 AM,5:15 PM
2013,January,1,5:44 AM,6:23 PM,6:17 AM,5:50 PM,6:50 AM,5:16 PM
2013,January,2,5:44 AM,6:24 PM,6:17 AM,5:51 PM,6:51 AM,5:17 PM
2013,January,3,5:44 AM,6:24 PM,6:17 AM,5:52 PM,6:51 AM,5:18 PM
2013,January,4,5:44 AM,6:25 PM,6:17 AM,5:52 PM,6:51 AM,5:19 PM
2013,January,5,5:44 AM,6:26 PM,6:17 AM,5:53 PM,6:51 AM,5:20 PM
2013,January,6,5:44 AM,6:27 PM,6:17 AM,5:54 PM,6:51 AM,5:21 PM
2013,January,7,5:44 AM,6:28 PM,6:17 AM,5:55 PM,6:51 AM,5:21 PM
2013,January,8,5:44 AM,6:29 PM,6:17 AM,5:56 PM,6:51 AM,5:22 PM
2013,January,9,5:44 AM,6:29 PM,6:17 AM,5:57 PM,6:50 AM,5:23 PM
2013,January,10,5:44 AM,6:30 PM,6:17 AM,5:58 PM,6:50 AM,5:24 PM
2013,January,11,5:44 AM,6:31 PM,6:17 AM,5:59 PM,6:50 AM,5:25 PM
2013,January,12,5:44 AM,6:32 PM,6:17 AM,6:00 PM,6:50 AM,5:26 PM
2013,January,13,5:44 AM,6:33 PM,6:16 AM,6:01 PM,6:50 AM,5:27 PM
2013,January,14,5:44 AM,6:34 PM,6:16 AM,6:02 PM,6:49 AM,5:28 PM
2013,January,15,5:44 AM,6:35 PM,6:16 AM,6:03 PM,6:49 AM,5:29 PM
2013,January,16,5:43 AM,6:36 PM,6:16 AM,6:04 PM,6:49 AM,5:30 PM
2013,January,17,5:43 AM,6:37 PM,6:15 AM,6:05 PM,6:48 AM,5:31 PM
2013,January,18,5:43 AM,6:38 PM,6:15 AM,6:06 PM,6:48 AM,5:33 PM
2013,January,19,5:42 AM,6:39 PM,6:14 AM,6:07 PM,6:47 AM,5:34 PM
2013,January,20,5:42 AM,6:40 PM,6:14 AM,6:08 PM,6:47 AM,5:35 PM
2013,January,21,5:41 AM,6:41 PM,6:14 AM,6:09 PM,6:46 AM,5:36 PM
2013,January,22,5:41 AM,6:42 PM,6:13 AM,6:10 PM,6:46 AM,5:37 PM
2013,January,23,5:41 AM,6:43 PM,6:13 AM,6:11 PM,6:45 AM,5:38 PM
2013,January,24,5:40 AM,6:44 PM,6:12 AM,6:12 PM,6:45 AM,5:39 PM
2013,January,25,5:39 AM,6:45 PM,6:11 AM,6:13 PM,6:44 AM,5:40 PM
2013,January,26,5:39 AM,6:46 PM,6:11 AM,6:14 PM,6:43 AM,5:41 PM
2013,January,27,5:38 AM,6:47 PM,6:10 AM,6:15 PM,6:43 AM,5:42 PM
2013,January,28,5:38 AM,6:48 PM,6:09 AM,6:16 PM,6:42 AM,5:44 PM
2013,January,29,5:37 AM,6:49 PM,6:09 AM,6:17 PM,6:41 AM,5:45 PM
2013,January,30,5:36 AM,6:50 PM,6:08 AM,6:18 PM,6:40 AM,5:46 PM
2013,January,31,5:35 AM,6:51 PM,6:07 AM,6:19 PM,6:39 AM,5:47 PM
2013,February,1,5:35 AM,6:52 PM,6:06 AM,6:20 PM,6:39 AM,5:48 PM
2013,February,2,5:34 AM,6:53 PM,6:06 AM,6:21 PM,6:38 AM,5:49 PM
2013,February,3,5:33 AM,6:54 PM,6:05 AM,6:22 PM,6:37 AM,5:50 PM
2013,February,4,5:32 AM,6:55 PM,6:04 AM,6:24 PM,6:36 AM,5:51 PM
2013,February,5,5:31 AM,6:56 PM,6:03 AM,6:25 PM,6:35 AM,5:53 PM
2013,February,6,5:30 AM,6:57 PM,6:02 AM,6:26 PM,6:34 AM,5:54 PM
2013,February,7,5:30 AM,6:58 PM,6:01 AM,6:27 PM,6:33 AM,5:55 PM
2013,February,8,5:29 AM,6:59 PM,6:00 AM,6:28 PM,6:32 AM,5:56 PM
2013,February,9,5:28 AM,7:00 PM,5:59 AM,6:29 PM,6:31 AM,5:57 PM
2013,February,10,5:27 AM,7:01 PM,5:58 AM,6:30 PM,6:30 AM,5:58 PM
2013,February,11,5:26 AM,7:02 PM,5:57 AM,6:31 PM,6:29 AM,5:59 PM
2013,February,12,5:24 AM,7:03 PM,5:56 AM,6:32 PM,6:27 AM,6:00 PM
2013,February,13,5:23 AM,7:05 PM,5:55 AM,6:33 PM,6:26 AM,6:02 PM
2013,February,14,5:22 AM,7:06 PM,5:54 AM,6:34 PM,6:25 AM,6:03 PM
2013,February,15,5:21 AM,7:07 PM,5:52 AM,6:35 PM,6:24 AM,6:04 PM
2013,February,16,5:20 AM,7:08 PM,5:51 AM,6:36 PM,6:23 AM,6:05 PM
2013,February,17,5:19 AM,7:09 PM,5:50 AM,6:37 PM,6:21 AM,6:06 PM
2013,February,18,5:17 AM,7:10 PM,5:49 AM,6:39 PM,6:20 AM,6:07 PM
2013,February,19,5:16 AM,7:11 PM,5:47 AM,6:40 PM,6:19 AM,6:08 PM
2013,February,20,5:15 AM,7:12 PM,5:46 AM,6:41 PM,6:18 AM,6:09 PM
2013,February,21,5:14 AM,7:13 PM,5:45 AM,6:42 PM,6:16 AM,6:10 PM
2013,February,22,5:12 AM,7:14 PM,5:44 AM,6:43 PM,6:15 AM,6:11 PM
2013,February,23,5:11 AM,7:15 PM,5:42 AM,6:44 PM,6:14 AM,6:13 PM
2013,February,24,5:10 AM,7:16 PM,5:41 AM,6:45 PM,6:12 AM,6:14 PM
2013,February,25,5:08 AM,7:17 PM,5:40 AM,6:46 PM,6:11 AM,6:15 PM
2013,February,26,5:07 AM,7:18 PM,5:38 AM,6:47 PM,6:09 AM,6:16 PM
2013,February,27,5:06 AM,7:19 PM,5:37 AM,6:48 PM,6:08 AM,6:17 PM
2013,February,28,5:04 AM,7:20 PM,5:35 AM,6:49 PM,6:07 AM,6:18 PM
2013,March,1,5:03 AM,7:21 PM,5:34 AM,6:50 PM,6:05 AM,6:19 PM
2013,March,2,5:01 AM,7:23 PM,5:32 AM,6:51 PM,6:04 AM,6:20 PM
2013,March,3,5:00 AM,7:24 PM,5:31 AM,6:52 PM,6:02 AM,6:21 PM
2013,March,4,4:58 AM,7:25 PM,5:29 AM,6:53 PM,6:01 AM,6:22 PM
2013,March,5,4:57 AM,7:26 PM,5:28 AM,6:54 PM,5:59 AM,6:23 PM
2013,March,6,4:55 AM,7:27 PM,5:26 AM,6:55 PM,5:58 AM,6:24 PM
2013,March,7,4:54 AM,7:28 PM,5:25 AM,6:57 PM,5:56 AM,6:25 PM
2013,March,8,4:52 AM,7:29 PM,5:23 AM,6:58 PM,5:55 AM,6:26 PM
2013,March,9,4:50 AM,7:30 PM,5:22 AM,6:59 PM,5:53 AM,6:27 PM
2013,March,10,5:49 AM,8:31 PM,6:20 AM,8:00 PM,6:51 AM,7:28 PM
2013,March,11,5:47 AM,8:32 PM,6:19 AM,8:01 PM,6:50 AM,7:29 PM
2013,March,12,5:46 AM,8:33 PM,6:17 AM,8:02 PM,6:48 AM,7:30 PM
2013,March,13,5:44 AM,8:35 PM,6:15 AM,8:03 PM,6:47 AM,7:32 PM
2013,March,14,5:42 AM,8:36 PM,6:14 AM,8:04 PM,6:45 AM,7:33 PM
2013,March,15,5:41 AM,8:37 PM,6:12 AM,8:05 PM,6:44 AM,7:34 PM
2013,March,16,5:39 AM,8:38 PM,6:11 AM,8:06 PM,6:42 AM,7:35 PM
2013,March,17,5:37 AM,8:39 PM,6:09 AM,8:07 PM,6:40 AM,7:36 PM
2013,March,18,5:36 AM,8:40 PM,6:07 AM,8:08 PM,6:39 AM,7:37 PM
2013,March,19,5:34 AM,8:41 PM,6:06 AM,8:09 PM,6:37 AM,7:38 PM
2013,March,20,5:32 AM,8:42 PM,6:04 AM,8:10 PM,6:36 AM,7:39 PM
2013,March,21,5:30 AM,8:44 PM,6:02 AM,8:11 PM,6:34 AM,7:40 PM
2013,March,22,5:29 AM,8:45 PM,6:01 AM,8:12 PM,6:32 AM,7:41 PM
2013,March,23,5:27 AM,8:46 PM,5:59 AM,8:14 PM,6:31 AM,7:42 PM
2013,March,24,5:25 AM,8:47 PM,5:57 AM,8:15 PM,6:29 AM,7:43 PM
2013,March,25,5:23 AM,8:48 PM,5:56 AM,8:16 PM,6:27 AM,7:44 PM
2013,March,26,5:22 AM,8:49 PM,5:54 AM,8:17 PM,6:26 AM,7:45 PM
2013,March,27,5:20 AM,8:51 PM,5:52 AM,8:18 PM,6:24 AM,7:46 PM
2013,March,28,5:18 AM,8:52 PM,5:51 AM,8:19 PM,6:22 AM,7:47 PM
2013,March,29,5:16 AM,8:53 PM,5:49 AM,8:20 PM,6:21 AM,7:48 PM
2013,March,30,5:14 AM,8:54 PM,5:47 AM,8:21 PM,6:19 AM,7:49 PM
2013,March,31,5:13 AM,8:55 PM,5:46 AM,8:22 PM,6:18 AM,7:50 PM
2013,April,1,5:11 AM,8:57 PM,5:44 AM,8:23 PM,6:16 AM,7:51 PM
2013,April,2,5:09 AM,8:58 PM,5:42 AM,8:24 PM,6:14 AM,7:52 PM
2013,April,3,5:07 AM,8:59 PM,5:40 AM,8:26 PM,6:13 AM,7:53 PM
2013,April,4,5:05 AM,9:00 PM,5:39 AM,8:27 PM,6:11 AM,7:54 PM
2013,April,5,5:03 AM,9:02 PM,5:37 AM,8:28 PM,6:09 AM,7:55 PM
2013,April,6,5:02 AM,9:03 PM,5:35 AM,8:29 PM,6:08 AM,7:56 PM
2013,April,7,5:00 AM,9:04 PM,5:34 AM,8:30 PM,6:06 AM,7:57 PM
2013,April,8,4:58 AM,9:05 PM,5:32 AM,8:31 PM,6:05 AM,7:58 PM
2013,April,9,4:56 AM,9:07 PM,5:30 AM,8:32 PM,6:03 AM,8:00 PM
2013,April,10,4:54 AM,9:08 PM,5:29 AM,8:34 PM,6:01 AM,8:01 PM
2013,April,11,4:52 AM,9:09 PM,5:27 AM,8:35 PM,6:00 AM,8:02 PM
2013,April,12,4:51 AM,9:11 PM,5:25 AM,8:36 PM,5:58 AM,8:03 PM
2013,April,13,4:49 AM,9:12 PM,5:23 AM,8:37 PM,5:57 AM,8:04 PM
2013,April,14,4:47 AM,9:13 PM,5:22 AM,8:38 PM,5:55 AM,8:05 PM
2013,April,15,4:45 AM,9:15 PM,5:20 AM,8:39 PM,5:54 AM,8:06 PM
2013,April,16,4:43 AM,9:16 PM,5:19 AM,8:41 PM,5:52 AM,8:07 PM
2013,April,17,4:41 AM,9:17 PM,5:17 AM,8:42 PM,5:51 AM,8:08 PM
2013,April,18,4:40 AM,9:19 PM,5:15 AM,8:43 PM,5:49 AM,8:09 PM
2013,April,19,4:38 AM,9:20 PM,5:14 AM,8:44 PM,5:47 AM,8:10 PM
2013,April,20,4:36 AM,9:22 PM,5:12 AM,8:45 PM,5:46 AM,8:11 PM
2013,April,21,4:34 AM,9:23 PM,5:10 AM,8:47 PM,5:44 AM,8:12 PM
2013,April,22,4:32 AM,9:24 PM,5:09 AM,8:48 PM,5:43 AM,8:13 PM
2013,April,23,4:31 AM,9:26 PM,5:07 AM,8:49 PM,5:42 AM,8:15 PM
2013,April,24,4:29 AM,9:27 PM,5:06 AM,8:50 PM,5:40 AM,8:16 PM
2013,April,25,4:27 AM,9:29 PM,5:04 AM,8:52 PM,5:39 AM,8:17 PM
2013,April,26,4:25 AM,9:30 PM,5:02 AM,8:53 PM,5:37 AM,8:18 PM
2013,April,27,4:24 AM,9:32 PM,5:01 AM,8:54 PM,5:36 AM,8:19 PM
2013,April,28,4:22 AM,9:33 PM,4:59 AM,8:55 PM,5:34 AM,8:20 PM
2013,April,29,4:20 AM,9:34 PM,4:58 AM,8:56 PM,5:33 AM,8:21 PM
2013,April,30,4:18 AM,9:36 PM,4:56 AM,8:58 PM,5:32 AM,8:22 PM
2013,May,1,4:17 AM,9:37 PM,4:55 AM,8:59 PM,5:30 AM,8:23 PM
2013,May,2,4:15 AM,9:39 PM,4:53 AM,9:00 PM,5:29 AM,8:24 PM
2013,May,3,4:13 AM,9:40 PM,4:52 AM,9:01 PM,5:28 AM,8:25 PM
2013,May,4,4:12 AM,9:42 PM,4:51 AM,9:03 PM,5:27 AM,8:27 PM
2013,May,5,4:10 AM,9:43 PM,4:49 AM,9:04 PM,5:25 AM,8:28 PM
2013,May,6,4:08 AM,9:45 PM,4:48 AM,9:05 PM,5:24 AM,8:29 PM
2013,May,7,4:07 AM,9:46 PM,4:46 AM,9:06 PM,5:23 AM,8:30 PM
2013,May,8,4:05 AM,9:48 PM,4:45 AM,9:08 PM,5:22 AM,8:31 PM
2013,May,9,4:04 AM,9:49 PM,4:44 AM,9:09 PM,5:21 AM,8:32 PM
2013,May,10,4:02 AM,9:51 PM,4:42 AM,9:10 PM,5:19 AM,8:33 PM
2013,May,11,4:01 AM,9:52 PM,4:41 AM,9:11 PM,5:18 AM,8:34 PM
2013,May,12,3:59 AM,9:54 PM,4:40 AM,9:12 PM,5:17 AM,8:35 PM
2013,May,13,3:58 AM,9:55 PM,4:39 AM,9:14 PM,5:16 AM,8:36 PM
2013,May,14,3:56 AM,9:56 PM,4:38 AM,9:15 PM,5:15 AM,8:37 PM
2013,May,15,3:55 AM,9:58 PM,4:36 AM,9:16 PM,5:14 AM,8:38 PM
2013,May,16,3:53 AM,9:59 PM,4:35 AM,9:17 PM,5:13 AM,8:39 PM
2013,May,17,3:52 AM,10:01 PM,4:34 AM,9:18 PM,5:12 AM,8:40 PM
2013,May,18,3:51 AM,10:02 PM,4:33 AM,9:20 PM,5:11 AM,8:41 PM
2013,May,19,3:49 AM,10:04 PM,4:32 AM,9:21 PM,5:10 AM,8:42 PM
2013,May,20,3:48 AM,10:05 PM,4:31 AM,9:22 PM,5:09 AM,8:43 PM
2013,May,21,3:47 AM,10:06 PM,4:30 AM,9:23 PM,5:09 AM,8:44 PM
2013,May,22,3:46 AM,10:08 PM,4:29 AM,9:24 PM,5:08 AM,8:45 PM
2013,May,23,3:44 AM,10:09 PM,4:28 AM,9:25 PM,5:07 AM,8:46 PM
2013,May,24,3:43 AM,10:10 PM,4:27 AM,9:26 PM,5:06 AM,8:47 PM
2013,May,25,3:42 AM,10:12 PM,4:26 AM,9:27 PM,5:06 AM,8:48 PM
2013,May,26,3:41 AM,10:13 PM,4:25 AM,9:28 PM,5:05 AM,8:49 PM
2013,May,27,3:40 AM,10:14 PM,4:25 AM,9:29 PM,5:04 AM,8:50 PM
2013,May,28,3:39 AM,10:15 PM,4:24 AM,9:30 PM,5:04 AM,8:50 PM
2013,May,29,3:38 AM,10:17 PM,4:23 AM,9:31 PM,5:03 AM,8:51 PM
2013,May,30,3:37 AM,10:18 PM,4:22 AM,9:32 PM,5:02 AM,8:52 PM
2013,May,31,3:36 AM,10:19 PM,4:22 AM,9:33 PM,5:02 AM,8:53 PM
2013,June,1,3:35 AM,10:20 PM,4:21 AM,9:34 PM,5:01 AM,8:54 PM
2013,June,2,3:35 AM,10:21 PM,4:21 AM,9:35 PM,5:01 AM,8:54 PM
2013,June,3,3:34 AM,10:22 PM,4:20 AM,9:36 PM,5:01 AM,8:55 PM
2013,June,4,3:33 AM,10:23 PM,4:20 AM,9:36 PM,5:00 AM,8:56 PM
2013,June,5,3:33 AM,10:24 PM,4:19 AM,9:37 PM,5:00 AM,8:57 PM
2013,June,6,3:32 AM,10:25 PM,4:19 AM,9:38 PM,4:59 AM,8:57 PM
2013,June,7,3:31 AM,10:26 PM,4:18 AM,9:39 PM,4:59 AM,8:58 PM
2013,June,8,3:31 AM,10:27 PM,4:18 AM,9:39 PM,4:59 AM,8:58 PM
2013,June,9,3:30 AM,10:28 PM,4:18 AM,9:40 PM,4:59 AM,8:59 PM
2013,June,10,3:30 AM,10:28 PM,4:18 AM,9:41 PM,4:59 AM,9:00 PM
2013,June,11,3:30 AM,10:29 PM,4:17 AM,9:41 PM,4:58 AM,9:00 PM
2013,June,12,3:29 AM,10:30 PM,4:17 AM,9:42 PM,4:58 AM,9:01 PM
2013,June,13,3:29 AM,10:30 PM,4:17 AM,9:42 PM,4:58 AM,9:01 PM
2013,June,14,3:29 AM,10:31 PM,4:17 AM,9:43 PM,4:58 AM,9:02 PM
2013,June,15,3:29 AM,10:31 PM,4:17 AM,9:43 PM,4:58 AM,9:02 PM
2013,June,16,3:29 AM,10:32 PM,4:17 AM,9:44 PM,4:58 AM,9:02 PM
2013,June,17,3:29 AM,10:32 PM,4:17 AM,9:44 PM,4:58 AM,9:03 PM
2013,June,18,3:29 AM,10:33 PM,4:17 AM,9:44 PM,4:58 AM,9:03 PM
2013,June,19,3:29 AM,10:33 PM,4:17 AM,9:45 PM,4:59 AM,9:03 PM
2013,June,20,3:29 AM,10:33 PM,4:17 AM,9:45 PM,4:59 AM,9:03 PM
2013,June,21,3:29 AM,10:33 PM,4:18 AM,9:45 PM,4:59 AM,9:04 PM
2013,June,22,3:30 AM,10:33 PM,4:18 AM,9:45 PM,4:59 AM,9:04 PM
2013,June,23,3:30 AM,10:34 PM,4:18 AM,9:45 PM,4:59 AM,9:04 PM
2013,June,24,3:30 AM,10:34 PM,4:18 AM,9:45 PM,5:00 AM,9:04 PM
2013,June,25,3:31 AM,10:34 PM,4:19 AM,9:45 PM,5:00 AM,9:04 PM
2013,June,26,3:31 AM,10:33 PM,4:19 AM,9:45 PM,5:01 AM,9:04 PM
2013,June,27,3:32 AM,10:33 PM,4:20 AM,9:45 PM,5:01 AM,9:04 PM
2013,June,28,3:32 AM,10:33 PM,4:20 AM,9:45 PM,5:01 AM,9:04 PM
2013,June,29,3:33 AM,10:33 PM,4:21 AM,9:45 PM,5:02 AM,9:04 PM
2013,June,30,3:33 AM,10:33 PM,4:21 AM,9:45 PM,5:02 AM,9:04 PM
2013,July,1,3:34 AM,10:32 PM,4:22 AM,9:45 PM,5:03 AM,9:04 PM
2013,July,2,3:35 AM,10:32 PM,4:22 AM,9:45 PM,5:03 AM,9:04 PM
2013,July,3,3:36 AM,10:31 PM,4:23 AM,9:44 PM,5:04 AM,9:03 PM
2013,July,4,3:37 AM,10:31 PM,4:24 AM,9:44 PM,5:05 AM,9:03 PM
2013,July,5,3:37 AM,10:30 PM,4:24 AM,9:43 PM,5:05 AM,9:03 PM
2013,July,6,3:38 AM,10:30 PM,4:25 AM,9:43 PM,5:06 AM,9:02 PM
2013,July,7,3:39 AM,10:29 PM,4:26 AM,9:43 PM,5:06 AM,9:02 PM
2013,July,8,3:40 AM,10:28 PM,4:27 AM,9:42 PM,5:07 AM,9:02 PM
2013,July,9,3:41 AM,10:28 PM,4:27 AM,9:41 PM,5:08 AM,9:01 PM
2013,July,10,3:42 AM,10:27 PM,4:28 AM,9:41 PM,5:09 AM,9:01 PM
2013,July,11,3:43 AM,10:26 PM,4:29 AM,9:40 PM,5:09 AM,9:00 PM
2013,July,12,3:45 AM,10:25 PM,4:30 AM,9:40 PM,5:10 AM,9:00 PM
2013,July,13,3:46 AM,10:24 PM,4:31 AM,9:39 PM,5:11 AM,8:59 PM
2013,July,14,3:47 AM,10:23 PM,4:32 AM,9:38 PM,5:12 AM,8:59 PM
2013,July,15,3:48 AM,10:22 PM,4:33 AM,9:37 PM,5:13 AM,8:58 PM
2013,July,16,3:49 AM,10:21 PM,4:34 AM,9:37 PM,5:13 AM,8:57 PM
2013,July,17,3:50 AM,10:20 PM,4:35 AM,9:36 PM,5:14 AM,8:56 PM
2013,July,18,3:52 AM,10:19 PM,4:36 AM,9:35 PM,5:15 AM,8:56 PM
2013,July,19,3:53 AM,10:18 PM,4:37 AM,9:34 PM,5:16 AM,8:55 PM
